algorithm,episode,return,steps,success,epsilon,wall_hits,penalty_entries,locked_door_attempts,gate_blocks,key_collected,door_crossings,seed,epsilon_schedule,reward_mode
q_learning,182,-327.0,441,0,0.5964615281673098,69,4,0,0,1,3,5,exponential,sparse
q_learning,183,-184.0,348,1,0.5947704363275005,90,2,0,4,1,1,5,exponential,sparse
q_learning,184,-392.0,441,0,0.5930841390829427,116,3,0,0,1,3,5,exponential,sparse
q_learning,185,49.0,95,1,0.5914026228399668,23,2,0,0,1,3,5,exponential,sparse
q_learning,186,-372.5,441,0,0.5897258740434443,75,9,0,0,1,2,5,exponential,sparse
q_learning,187,64.0,98,1,0.5880538791766781,12,2,0,0,1,6,5,exponential,sparse
q_learning,188,-319.5,441,0,0.5863866247612937,78,1,0,0,1,0,5,exponential,sparse
q_learning,189,-408.0,441,0,0.5847240973571305,109,7,0,0,1,2,5,exponential,sparse
q_learning,190,-20.0,183,1,0.583066283562134,49,0,0,0,1,2,5,exponential,sparse
q_learning,191,-52.0,176,1,0.5814131700122466,39,7,0,1,1,7,5,exponential,sparse
q_learning,192,-322.5,441,0,0.5797647433813012,80,1,0,0,1,10,5,exponential,sparse
q_learning,193,-323.0,441,0,0.5781209903809128,85,0,0,0,1,0,5,exponential,sparse
q_learning,194,26.0,127,1,0.5764818977603718,37,0,0,0,1,3,5,exponential,sparse
q_learning,195,-379.5,441,0,0.5748474523065371,76,10,0,0,1,0,5,exponential,sparse
q_learning,196,-309.0,441,0,0.5732176408437296,71,1,0,0,1,0,5,exponential,sparse
q_learning,197,-392.0,441,0,0.5715924502336259,103,6,0,0,1,1,5,exponential,sparse
q_learning,198,-130.0,249,1,0.5699718673751526,63,8,0,0,1,6,5,exponential,sparse
q_learning,199,-45.0,194,1,0.5683558792043806,48,3,0,0,1,8,5,exponential,sparse
q_learning,200,-324.0,441,0,0.5667444726944194,67,4,0,0,1,0,5,exponential,sparse
q_learning,201,-114.0,296,1,0.5651376348553129,60,3,0,0,1,4,5,exponential,sparse
q_learning,202,70.0,73,1,0.5635353527339337,21,1,0,0,1,1,5,exponential,sparse
q_learning,203,-313.5,441,0,0.5619376134138796,74,1,0,0,1,3,5,exponential,sparse
q_learning,204,-296.5,441,0,0.5603444040153691,58,2,0,0,1,1,5,exponential,sparse
q_learning,205,-431.0,441,0,0.5587557116951372,73,18,0,0,1,0,5,exponential,sparse
q_learning,206,-310.0,441,0,0.5571715236463324,66,2,0,0,1,2,5,exponential,sparse
q_learning,207,-233.0,429,1,0.5555918270984131,80,6,0,1,1,2,5,exponential,sparse
q_learning,208,-367.5,441,0,0.5540166093170455,109,1,0,0,1,3,5,exponential,sparse
q_learning,209,-61.0,257,1,0.5524458576039994,46,1,0,1,1,2,5,exponential,sparse
q_learning,210,-322.0,441,0,0.5508795592970472,75,2,0,0,1,1,5,exponential,sparse
q_learning,211,-369.0,441,0,0.5493177017698612,97,4,0,0,1,0,5,exponential,sparse
q_learning,212,-329.0,441,0,0.5477602724319119,75,3,0,0,1,0,5,exponential,sparse
q_learning,213,-29.0,191,1,0.5462072587283667,29,5,0,0,1,1,5,exponential,sparse
q_learning,214,-267.0,403,1,0.5446586481399885,89,11,0,0,1,1,5,exponential,sparse
q_learning,215,-438.0,441,0,0.5431144281830347,114,10,0,0,1,3,5,exponential,sparse
