algorithm,lambda,episode,return,steps,success,epsilon,wall_hits,penalty_entries,gate_blocks,seed,lambda_label
sarsa_lambda,0.0,1063,6.010000000000005,235,1,0.05,26,4,1,25,lambda=0.0
sarsa_lambda,0.0,1064,116.83,47,1,0.05,4,1,1,25,lambda=0.0
sarsa_lambda,0.0,1065,60.92000000000003,150,1,0.05,25,0,1,25,lambda=0.0
sarsa_lambda,0.0,1066,43.870000000000005,172,1,0.05,32,0,0,25,lambda=0.0
sarsa_lambda,0.0,1067,111.92,41,1,0.05,5,2,0,25,lambda=0.0
sarsa_lambda,0.0,1068,121.44000000000001,28,1,0.05,1,2,1,25,lambda=0.0
sarsa_lambda,0.0,1069,88.77000000000001,104,1,0.05,12,1,0,25,lambda=0.0
sarsa_lambda,0.0,1070,109.71000000000001,57,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1071,117.2,39,1,0.05,6,1,1,25,lambda=0.0
sarsa_lambda,0.0,1072,107.97000000000001,52,1,0.05,14,0,0,25,lambda=0.0
sarsa_lambda,0.0,1073,115.56,41,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1074,97.82000000000001,69,1,0.05,7,2,0,25,lambda=0.0
sarsa_lambda,0.0,1075,110.78000000000002,40,1,0.05,5,2,1,25,lambda=0.0
sarsa_lambda,0.0,1076,121.05000000000001,40,1,0.05,4,1,0,25,lambda=0.0
sarsa_lambda,0.0,1077,118.69000000000001,50,1,0.05,4,1,0,25,lambda=0.0
sarsa_lambda,0.0,1078,123.74000000000001,37,1,0.05,3,1,0,25,lambda=0.0
sarsa_lambda,0.0,1079,40.320000000000036,171,1,0.05,27,1,0,25,lambda=0.0
sarsa_lambda,0.0,1080,-150.30000000000004,441,0,0.05,36,0,0,25,lambda=0.0
sarsa_lambda,0.0,1081,119.65,47,1,0.05,3,1,0,25,lambda=0.0
sarsa_lambda,0.0,1082,104.9,54,1,0.05,6,2,0,25,lambda=0.0
sarsa_lambda,0.0,1083,-133.30999999999983,441,0,0.05,26,0,0,25,lambda=0.0
sarsa_lambda,0.0,1084,122.24000000000001,39,1,0.05,2,1,1,25,lambda=0.0
sarsa_lambda,0.0,1085,117.02000000000001,52,1,0.05,8,0,0,25,lambda=0.0
sarsa_lambda,0.0,1086,119.71000000000001,49,1,0.05,6,0,1,25,lambda=0.0
sarsa_lambda,0.0,1087,120.59000000000002,44,1,0.05,8,0,0,25,lambda=0.0
sarsa_lambda,0.0,1088,114.03,52,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1089,128.47,38,1,0.05,3,0,1,25,lambda=0.0
sarsa_lambda,0.0,1090,56.72000000000003,172,1,0.05,20,0,0,25,lambda=0.0
sarsa_lambda,0.0,1091,121.26000000000002,61,1,0.05,3,0,0,25,lambda=0.0
sarsa_lambda,0.0,1092,97.53000000000002,60,1,0.05,10,2,0,25,lambda=0.0
sarsa_lambda,0.0,1093,108.9,69,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1094,100.46000000000001,67,1,0.05,11,1,0,25,lambda=0.0
sarsa_lambda,0.0,1095,81.84,57,1,0.05,17,3,0,25,lambda=0.0
sarsa_lambda,0.0,1096,-242.30999999999977,441,0,0.05,68,2,0,25,lambda=0.0
sarsa_lambda,0.0,1097,96.44000000000001,78,1,0.05,8,2,0,25,lambda=0.0
sarsa_lambda,0.0,1098,-161.32,441,0,0.05,43,0,0,25,lambda=0.0
sarsa_lambda,0.0,1099,-166.90999999999988,441,0,0.05,40,1,0,25,lambda=0.0
sarsa_lambda,0.0,1100,134.14000000000001,35,1,0.05,1,0,0,25,lambda=0.0
sarsa_lambda,0.0,1101,118.32000000000001,43,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1102,112.94000000000001,47,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1103,101.65000000000002,72,1,0.05,6,2,0,25,lambda=0.0
sarsa_lambda,0.0,1104,111.02000000000001,43,1,0.05,5,2,0,25,lambda=0.0
sarsa_lambda,0.0,1105,125.30000000000001,34,1,0.05,2,1,0,25,lambda=0.0
sarsa_lambda,0.0,1106,36.35000000000001,153,1,0.05,27,3,0,25,lambda=0.0
sarsa_lambda,0.0,1107,104.54,60,1,0.05,8,1,2,25,lambda=0.0
sarsa_lambda,0.0,1108,114.2,37,1,0.05,9,1,0,25,lambda=0.0
sarsa_lambda,0.0,1109,100.76000000000002,59,1,0.05,12,1,1,25,lambda=0.0
sarsa_lambda,0.0,1110,112.64000000000001,58,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1111,52.08000000000004,204,1,0.05,16,1,0,25,lambda=0.0
sarsa_lambda,0.0,1112,-195.00999999999982,441,0,0.05,62,1,0,25,lambda=0.0
sarsa_lambda,0.0,1113,120.62,35,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1114,-145.5399999999999,441,0,0.05,29,0,0,25,lambda=0.0
sarsa_lambda,0.0,1115,109.32000000000001,41,1,0.05,6,2,1,25,lambda=0.0
sarsa_lambda,0.0,1116,-216.86000000000018,441,0,0.05,53,5,0,25,lambda=0.0
sarsa_lambda,0.0,1117,-90.6999999999998,437,1,0.05,61,3,0,25,lambda=0.0
sarsa_lambda,0.0,1118,67.10000000000002,165,1,0.05,11,2,0,25,lambda=0.0
sarsa_lambda,0.0,1119,121.22000000000001,48,1,0.05,2,1,0,25,lambda=0.0
sarsa_lambda,0.0,1120,114.63000000000001,40,1,0.05,8,1,0,25,lambda=0.0
sarsa_lambda,0.0,1121,124.26,30,1,0.05,4,1,0,25,lambda=0.0
sarsa_lambda,0.0,1122,77.47000000000001,102,1,0.05,22,0,0,25,lambda=0.0
sarsa_lambda,0.0,1123,97.42000000000002,68,1,0.05,7,2,1,25,lambda=0.0
sarsa_lambda,0.0,1124,113.94000000000001,55,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1125,-143.88999999999982,441,0,0.05,31,0,0,25,lambda=0.0
sarsa_lambda,0.0,1126,117.09,45,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1127,115.83000000000001,48,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1128,126.96000000000001,35,1,0.05,1,1,0,25,lambda=0.0
sarsa_lambda,0.0,1129,0.42000000000017224,275,1,0.05,39,1,0,25,lambda=0.0
sarsa_lambda,0.0,1130,83.82000000000002,77,1,0.05,5,4,0,25,lambda=0.0
sarsa_lambda,0.0,1131,38.61000000000004,236,1,0.05,22,1,0,25,lambda=0.0
sarsa_lambda,0.0,1132,28.25000000000003,212,1,0.05,30,1,0,25,lambda=0.0
sarsa_lambda,0.0,1133,124.56,38,1,0.05,2,1,0,25,lambda=0.0
sarsa_lambda,0.0,1134,-155.10000000000002,441,0,0.05,34,0,0,25,lambda=0.0
sarsa_lambda,0.0,1135,119.2,41,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1136,-142.7999999999999,441,0,0.05,32,0,0,25,lambda=0.0
sarsa_lambda,0.0,1137,-138.65999999999997,441,0,0.05,30,0,0,25,lambda=0.0
sarsa_lambda,0.0,1138,118.53,41,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1139,39.01000000000003,179,1,0.05,21,3,0,25,lambda=0.0
sarsa_lambda,0.0,1140,112.68,60,1,0.05,0,2,0,25,lambda=0.0
sarsa_lambda,0.0,1141,124.9,38,1,0.05,2,1,0,25,lambda=0.0
sarsa_lambda,0.0,1142,113.66000000000003,54,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1143,121.72,40,1,0.05,4,1,0,25,lambda=0.0
sarsa_lambda,0.0,1144,40.010000000000076,216,1,0.05,18,2,0,25,lambda=0.0
sarsa_lambda,0.0,1145,84.07000000000002,134,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1146,104.0,50,1,0.05,8,2,0,25,lambda=0.0
sarsa_lambda,0.0,1147,-29.819999999999723,332,1,0.05,34,4,0,25,lambda=0.0
sarsa_lambda,0.0,1148,122.8,39,1,0.05,3,1,0,25,lambda=0.0
sarsa_lambda,0.0,1149,99.65,97,1,0.05,9,0,0,25,lambda=0.0
sarsa_lambda,0.0,1150,115.77,41,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1151,114.0,48,1,0.05,6,1,0,25,lambda=0.0
sarsa_lambda,0.0,1152,85.26,99,1,0.05,9,2,0,25,lambda=0.0
sarsa_lambda,0.0,1153,112.56000000000002,51,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1154,17.469999999999956,221,1,0.05,27,3,0,25,lambda=0.0
sarsa_lambda,0.0,1155,62.17000000000001,173,1,0.05,17,1,0,25,lambda=0.0
sarsa_lambda,0.0,1156,-153.91999999999982,441,0,0.05,38,0,0,25,lambda=0.0
sarsa_lambda,0.0,1157,-143.7499999999998,441,0,0.05,30,0,0,25,lambda=0.0
sarsa_lambda,0.0,1158,99.84000000000002,62,1,0.05,5,2,1,25,lambda=0.0
sarsa_lambda,0.0,1159,103.61000000000001,77,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,1160,84.99000000000001,60,1,0.05,14,3,0,25,lambda=0.0
sarsa_lambda,0.0,1161,29.440000000000083,247,1,0.05,23,1,0,25,lambda=0.0
sarsa_lambda,0.0,1162,93.92000000000002,69,1,0.05,15,1,0,25,lambda=0.0
sarsa_lambda,0.0,1163,66.26000000000005,160,1,0.05,12,2,0,25,lambda=0.0
sarsa_lambda,0.0,1164,127.28000000000002,35,1,0.05,1,1,0,25,lambda=0.0
sarsa_lambda,0.0,1165,106.76,47,1,0.05,7,2,0,25,lambda=0.0
sarsa_lambda,0.0,1166,126.61000000000001,39,1,0.05,5,0,0,25,lambda=0.0
sarsa_lambda,0.0,1167,127.64000000000001,35,1,0.05,1,1,0,25,lambda=0.0
sarsa_lambda,0.0,1168,59.540000000000006,93,1,0.05,15,5,0,25,lambda=0.0
sarsa_lambda,0.0,1169,96.84,50,1,0.05,8,3,0,25,lambda=0.0
sarsa_lambda,0.0,1170,100.25,61,1,0.05,7,2,0,25,lambda=0.0
sarsa_lambda,0.0,1171,117.83,45,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1172,-162.89999999999975,441,0,0.05,41,0,0,25,lambda=0.0
sarsa_lambda,0.0,1173,-157.6899999999998,441,0,0.05,40,0,0,25,lambda=0.0
sarsa_lambda,0.0,1174,-208.1699999999997,441,0,0.05,53,4,0,25,lambda=0.0
sarsa_lambda,0.0,1175,118.96000000000001,41,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1176,114.15,35,1,0.05,5,2,0,25,lambda=0.0
sarsa_lambda,0.0,1177,94.68000000000002,43,1,0.05,11,3,0,25,lambda=0.0
sarsa_lambda,0.0,1178,119.31,39,1,0.05,5,1,0,25,lambda=0.0
sarsa_lambda,0.0,1179,100.64000000000001,58,1,0.05,8,2,0,25,lambda=0.0
sarsa_lambda,0.0,1180,-132.68999999999974,441,0,0.05,23,0,0,25,lambda=0.0
sarsa_lambda,0.0,1181,112.18,55,1,0.05,4,1,1,25,lambda=0.0
sarsa_lambda,0.0,1182,112.49000000000001,45,1,0.05,3,2,0,25,lambda=0.0
sarsa_lambda,0.0,1183,97.70000000000002,77,1,0.05,11,1,0,25,lambda=0.0
sarsa_lambda,0.0,1184,102.96000000000001,52,1,0.05,8,2,0,25,lambda=0.0
sarsa_lambda,0.0,1185,-148.93999999999983,441,0,0.05,36,0,0,25,lambda=0.0
sarsa_lambda,0.0,1186,123.32000000000001,34,1,0.05,4,1,0,25,lambda=0.0
sarsa_lambda,0.0,1187,118.87,36,1,0.05,2,2,0,25,lambda=0.0
sarsa_lambda,0.0,1188,120.89,43,1,0.05,3,1,0,25,lambda=0.0
sarsa_lambda,0.0,1189,124.34,35,1,0.05,3,1,0,25,lambda=0.0
sarsa_lambda,0.0,1190,104.23000000000002,50,1,0.05,11,1,1,25,lambda=0.0
sarsa_lambda,0.0,1191,-209.34000000000003,441,0,0.05,74,1,0,25,lambda=0.0
sarsa_lambda,0.0,1192,103.89000000000001,58,1,0.05,9,1,1,25,lambda=0.0
sarsa_lambda,0.0,1193,-158.84999999999982,441,0,0.05,35,1,0,25,lambda=0.0
sarsa_lambda,0.0,1194,107.07000000000001,42,1,0.05,8,2,0,25,lambda=0.0
sarsa_lambda,0.0,1195,-135.75999999999993,441,0,0.05,22,1,0,25,lambda=0.0
sarsa_lambda,0.0,1196,96.53000000000002,85,1,0.05,13,0,0,25,lambda=0.0
sarsa_lambda,0.0,1197,87.25000000000001,74,1,0.05,16,1,2,25,lambda=0.0
sarsa_lambda,0.0,1198,129.38,29,1,0.05,1,1,0,25,lambda=0.0
sarsa_lambda,0.0,1199,107.34000000000002,63,1,0.05,7,1,0,25,lambda=0.0
sarsa_lambda,0.0,0,-360.2100000000008,441,0,1.0,137,7,0,35,lambda=0.0
sarsa_lambda,0.0,1,-503.39999999999907,441,0,0.9971647931007296,170,18,0,35,lambda=0.0
sarsa_lambda,0.0,2,-450.87,441,0,0.9943376245996208,147,18,0,35,lambda=0.0
sarsa_lambda,0.0,3,-415.88000000000056,441,0,0.9915184717061518,123,18,0,35,lambda=0.0
sarsa_lambda,0.0,4,-400.87000000000097,441,0,0.9887073116944165,152,9,1,35,lambda=0.0
sarsa_lambda,0.0,5,-363.1200000000002,441,0,0.9859041219029414,143,6,0,35,lambda=0.0
sarsa_lambda,0.0,6,-435.08000000000027,441,0,0.983108879734503,113,20,0,35,lambda=0.0
sarsa_lambda,0.0,7,-382.16999999999996,441,0,0.9803215626559457,123,13,0,35,lambda=0.0
sarsa_lambda,0.0,8,-345.47000000000014,441,0,0.977542148198,109,10,0,35,lambda=0.0
sarsa_lambda,0.0,9,-252.0700000000008,318,1,0.9747706139551015,89,23,1,35,lambda=0.0
sarsa_lambda,0.0,10,-376.92000000000087,441,0,0.9720069375852098,157,5,0,35,lambda=0.0
sarsa_lambda,0.0,11,-506.3800000000005,441,0,0.9692510968096296,121,32,0,35,lambda=0.0
sarsa_lambda,0.0,12,-482.8700000000008,441,0,0.9665030694128295,126,27,0,35,lambda=0.0
sarsa_lambda,0.0,13,-479.13000000000085,441,0,0.9637628332422642,175,12,0,35,lambda=0.0
sarsa_lambda,0.0,14,-442.6300000000009,441,0,0.9610303662081954,125,20,0,35,lambda=0.0
sarsa_lambda,0.0,15,-519.9799999999997,441,0,0.9583056462835134,167,19,3,35,lambda=0.0
sarsa_lambda,0.0,16,-378.55999999999943,441,0,0.9555886515035606,156,6,0,35,lambda=0.0
sarsa_lambda,0.0,17,-308.8700000000003,441,0,0.9528793599659533,117,4,0,35,lambda=0.0
sarsa_lambda,0.0,18,-446.27000000000083,441,0,0.9501777498304054,152,16,0,35,lambda=0.0
sarsa_lambda,0.0,19,-382.6,441,0,0.947483799318553,110,16,0,35,lambda=0.0
sarsa_lambda,0.0,20,-433.8600000000005,441,0,0.9447974867137781,159,9,0,35,lambda=0.0
sarsa_lambda,0.0,21,-351.6800000000004,441,0,0.9421187903610339,150,4,0,35,lambda=0.0
sarsa_lambda,0.0,22,-400.92000000000036,441,0,0.9394476886666699,153,8,1,35,lambda=0.0
sarsa_lambda,0.0,23,-239.99999999999983,432,1,0.9367841600982586,128,7,0,35,lambda=0.0
sarsa_lambda,0.0,24,-461.369999999999,441,0,0.9341281831844207,162,11,1,35,lambda=0.0
sarsa_lambda,0.0,25,-403.8300000000011,441,0,0.9314797365146533,118,17,0,35,lambda=0.0
sarsa_lambda,0.0,26,-442.6400000000005,441,0,0.9288387987391564,94,27,1,35,lambda=0.0
sarsa_lambda,0.0,27,-389.87000000000063,441,0,0.9262053485686611,162,4,0,35,lambda=0.0
sarsa_lambda,0.0,28,-482.5599999999998,441,0,0.9235793647742581,161,15,0,35,lambda=0.0
sarsa_lambda,0.0,29,-354.990000000001,441,0,0.9209608261872263,124,9,0,35,lambda=0.0
sarsa_lambda,0.0,30,-308.07,441,0,0.9183497116988625,137,1,0,35,lambda=0.0
sarsa_lambda,0.0,31,-376.7800000000005,441,0,0.9157460002603108,114,12,0,35,lambda=0.0
sarsa_lambda,0.0,32,-207.63000000000028,364,1,0.9131496708823935,102,11,0,35,lambda=0.0
sarsa_lambda,0.0,33,-429.87999999999926,441,0,0.9105607026354413,170,5,3,35,lambda=0.0
sarsa_lambda,0.0,34,-472.5200000000008,441,0,0.9079790746491248,105,27,0,35,lambda=0.0
sarsa_lambda,0.0,35,-245.34000000000015,441,0,0.9054047661122864,93,1,0,35,lambda=0.0
sarsa_lambda,0.0,36,-352.2799999999997,441,0,0.9028377562727725,125,9,0,35,lambda=0.0
sarsa_lambda,0.0,37,-429.65000000000043,441,0,0.9002780244372661,116,21,0,35,lambda=0.0
sarsa_lambda,0.0,38,-429.6800000000011,441,0,0.8977255499711201,151,10,0,35,lambda=0.0
sarsa_lambda,0.0,39,-360.9400000000007,441,0,0.8951803122981906,112,12,0,35,lambda=0.0
sarsa_lambda,0.0,40,-283.8499999999999,441,0,0.8926422909006717,113,2,0,35,lambda=0.0
sarsa_lambda,0.0,41,-463.4700000000011,441,0,0.8901114653189296,138,21,0,35,lambda=0.0
sarsa_lambda,0.0,42,-377.3099999999998,441,0,0.8875878151513377,108,16,0,35,lambda=0.0
sarsa_lambda,0.0,43,-465.069999999999,441,0,0.8850713200541123,124,22,0,35,lambda=0.0
sarsa_lambda,0.0,44,-422.5400000000002,441,0,0.8825619597411484,120,19,0,35,lambda=0.0
sarsa_lambda,0.0,45,-438.4900000000009,441,0,0.8800597139838567,145,14,0,35,lambda=0.0
sarsa_lambda,0.0,46,-375.8699999999998,441,0,0.8775645626109997,119,13,0,35,lambda=0.0
sarsa_lambda,0.0,47,-368.17000000000024,441,0,0.8750764855085298,119,12,0,35,lambda=0.0
sarsa_lambda,0.0,48,-321.0299999999999,441,0,0.8725954626194267,121,4,0,35,lambda=0.0
sarsa_lambda,0.0,49,-412.72999999999917,441,0,0.870121473943536,148,7,2,35,lambda=0.0
sarsa_lambda,0.0,50,-345.7700000000006,441,0,0.867654499537408,119,9,0,35,lambda=0.0
sarsa_lambda,0.0,51,-355.62000000000006,441,0,0.8651945195141365,127,7,0,35,lambda=0.0
sarsa_lambda,0.0,52,-385.21000000000026,441,0,0.8627415140431991,99,19,0,35,lambda=0.0
sarsa_lambda,0.0,53,-421.8,441,0,0.8602954633502968,101,24,0,35,lambda=0.0
sarsa_lambda,0.0,54,-363.70000000000056,441,0,0.857856347717195,126,9,0,35,lambda=0.0
sarsa_lambda,0.0,55,-408.0399999999997,441,0,0.8554241474815643,148,12,0,35,lambda=0.0
sarsa_lambda,0.0,56,-168.60999999999973,321,1,0.852998843036822,85,9,0,35,lambda=0.0
sarsa_lambda,0.0,57,-237.76999999999998,423,1,0.8505804148319743,117,9,0,35,lambda=0.0
sarsa_lambda,0.0,58,-384.5600000000005,441,0,0.8481688433714584,140,10,0,35,lambda=0.0
sarsa_lambda,0.0,59,-383.12000000000074,441,0,0.8457641092149855,132,10,0,35,lambda=0.0
sarsa_lambda,0.0,60,-348.6400000000001,441,0,0.8433661929773838,133,3,0,35,lambda=0.0
sarsa_lambda,0.0,61,-447.5099999999987,441,0,0.840975075328443,153,14,0,35,lambda=0.0
sarsa_lambda,0.0,62,-249.94000000000005,429,1,0.8385907369927572,121,11,0,35,lambda=0.0
sarsa_lambda,0.0,63,-439.9100000000002,441,0,0.8362131587495711,109,24,0,35,lambda=0.0
sarsa_lambda,0.0,64,-357.21999999999866,441,0,0.8338423214326236,124,6,0,35,lambda=0.0
sarsa_lambda,0.0,65,-6.029999999999944,171,1,0.8314782059299942,49,2,0,35,lambda=0.0
sarsa_lambda,0.0,66,-442.09000000000054,441,0,0.8291207931839485,148,11,4,35,lambda=0.0
sarsa_lambda,0.0,67,-334.67000000000047,441,0,0.8267700641907848,100,11,0,35,lambda=0.0
sarsa_lambda,0.0,68,-152.9699999999999,310,1,0.8244260000006809,95,5,1,35,lambda=0.0
sarsa_lambda,0.0,69,-370.9000000000002,441,0,0.8220885817175411,124,7,3,35,lambda=0.0
sarsa_lambda,0.0,70,-184.27999999999986,309,1,0.819757790498844,100,8,1,35,lambda=0.0
sarsa_lambda,0.0,71,37.06,113,1,0.817433607555491,45,0,0,35,lambda=0.0
sarsa_lambda,0.0,72,-362.11999999999966,441,0,0.8151160141516541,122,9,0,35,lambda=0.0
sarsa_lambda,0.0,73,-330.42000000000024,441,0,0.8128049916046256,124,5,0,35,lambda=0.0
sarsa_lambda,0.0,74,-315.3500000000001,441,0,0.8105005212846668,108,7,0,35,lambda=0.0
sarsa_lambda,0.0,75,-337.8699999999996,441,0,0.8082025846148582,102,11,0,35,lambda=0.0
sarsa_lambda,0.0,76,-31.519999999999797,197,1,0.8059111630709499,49,5,2,35,lambda=0.0
sarsa_lambda,0.0,77,-13.590000000000046,205,1,0.8036262381812121,49,2,0,35,lambda=0.0
sarsa_lambda,0.0,78,-357.5300000000004,441,0,0.801347791526286,99,15,0,35,lambda=0.0
sarsa_lambda,0.0,79,-279.26000000000005,441,0,0.7990758047390356,99,3,0,35,lambda=0.0
sarsa_lambda,0.0,80,-353.930000000001,441,0,0.7968102595043994,124,9,0,35,lambda=0.0
sarsa_lambda,0.0,81,-148.6199999999999,289,1,0.7945511375592431,99,5,0,35,lambda=0.0
sarsa_lambda,0.0,82,-440.04000000000013,441,0,0.792298420692212,95,28,0,35,lambda=0.0
sarsa_lambda,0.0,83,-193.30000000000035,370,1,0.7900520907435843,104,9,2,35,lambda=0.0
sarsa_lambda,0.0,84,-337.91000000000014,441,0,0.7878121296051251,96,12,1,35,lambda=0.0
sarsa_lambda,0.0,85,-310.91000000000014,441,0,0.7855785192199398,80,12,0,35,lambda=0.0
sarsa_lambda,0.0,86,-335.25999999999965,441,0,0.7833512415823287,100,11,0,35,lambda=0.0
sarsa_lambda,0.0,87,-283.7000000000002,441,0,0.7811302787376425,96,5,0,35,lambda=0.0
sarsa_lambda,0.0,88,-318.70999999999947,441,0,0.7789156127821365,98,10,0,35,lambda=0.0
sarsa_lambda,0.0,89,-342.03000000000003,441,0,0.7767072258628271,108,8,5,35,lambda=0.0
sarsa_lambda,0.0,90,-281.69999999999965,441,0,0.7745051001773476,98,4,0,35,lambda=0.0
sarsa_lambda,0.0,91,-301.94999999999965,441,0,0.7723092179738047,104,5,0,35,lambda=0.0
sarsa_lambda,0.0,92,-57.93999999999987,231,1,0.7701195615506352,52,5,1,35,lambda=0.0
sarsa_lambda,0.0,93,-148.85999999999996,277,1,0.7679361132564638,70,12,3,35,lambda=0.0
sarsa_lambda,0.0,94,-362.66999999999985,441,0,0.7657588554899601,96,16,0,35,lambda=0.0
sarsa_lambda,0.0,95,-406.12999999999994,441,0,0.7635877706996976,90,21,1,35,lambda=0.0
sarsa_lambda,0.0,96,-368.29000000000036,441,0,0.7614228413840113,122,9,0,35,lambda=0.0
sarsa_lambda,0.0,97,-339.06999999999965,441,0,0.7592640500908573,116,5,2,35,lambda=0.0
sarsa_lambda,0.0,98,-346.48999999999984,441,0,0.7571113794176717,114,10,0,35,lambda=0.0
sarsa_lambda,0.0,99,8.719999999999914,162,1,0.7549648120112306,46,1,0,35,lambda=0.0
sarsa_lambda,0.0,100,19.09999999999995,140,1,0.7528243305675099,36,3,0,35,lambda=0.0
sarsa_lambda,0.0,101,-248.64999999999992,402,1,0.7506899178315463,78,19,2,35,lambda=0.0
sarsa_lambda,0.0,102,-57.52999999999976,263,1,0.7485615565972975,68,1,1,35,lambda=0.0
sarsa_lambda,0.0,103,-305.02000000000095,441,0,0.7464392297075043,100,7,0,35,lambda=0.0
sarsa_lambda,0.0,104,-398.4900000000003,441,0,0.7443229200535514,130,13,0,35,lambda=0.0
sarsa_lambda,0.0,105,-285.27999999999986,441,0,0.7422126105753305,122,1,0,35,lambda=0.0
sarsa_lambda,0.0,106,-360.69000000000057,441,0,0.7401082842611019,94,15,1,35,lambda=0.0
sarsa_lambda,0.0,107,-131.69999999999976,383,1,0.7380099241473576,93,1,2,35,lambda=0.0
sarsa_lambda,0.0,108,-330.33000000000004,441,0,0.7359175133186849,102,10,0,35,lambda=0.0
sarsa_lambda,0.0,109,-25.24000000000005,146,1,0.7338310349076299,34,9,0,35,lambda=0.0
sarsa_lambda,0.0,110,40.13999999999996,131,1,0.731750472094561,24,3,1,35,lambda=0.0
sarsa_lambda,0.0,111,-354.97000000000025,441,0,0.7296758081075342,100,14,0,35,lambda=0.0
sarsa_lambda,0.0,112,-146.72000000000003,411,1,0.7276070262221569,95,2,0,35,lambda=0.0
sarsa_lambda,0.0,113,-301.1699999999996,441,0,0.7255441097614542,92,3,1,35,lambda=0.0
sarsa_lambda,0.0,114,39.339999999999975,135,1,0.7234870420957336,32,1,1,35,lambda=0.0
sarsa_lambda,0.0,115,5.769999999999982,180,1,0.721435806642451,42,2,0,35,lambda=0.0
sarsa_lambda,0.0,116,-29.529999999999873,225,1,0.7193903868660776,42,4,1,35,lambda=0.0
sarsa_lambda,0.0,117,-295.61999999999955,441,0,0.7173507662779661,88,7,0,35,lambda=0.0
sarsa_lambda,0.0,118,-279.59000000000015,441,0,0.7153169284362179,87,5,0,35,lambda=0.0
sarsa_lambda,0.0,119,-199.02999999999992,425,1,0.7132888569455506,101,7,0,35,lambda=0.0
sarsa_lambda,0.0,120,-354.2999999999999,441,0,0.7112665354571658,104,12,0,35,lambda=0.0
sarsa_lambda,0.0,121,-12.560000000000016,208,1,0.7092499476686175,42,3,0,35,lambda=0.0
sarsa_lambda,0.0,122,-70.94999999999978,236,1,0.7072390773236803,76,3,0,35,lambda=0.0
sarsa_lambda,0.0,123,-265.28000000000014,441,0,0.7052339082122185,81,5,0,35,lambda=0.0
sarsa_lambda,0.0,124,-333.56,441,0,0.7032344241700558,112,7,0,35,lambda=0.0
sarsa_lambda,0.0,125,48.919999999999945,92,1,0.7012406090788443,28,3,0,35,lambda=0.0
sarsa_lambda,0.0,126,-292.81,441,0,0.6992524468659355,94,6,0,35,lambda=0.0
sarsa_lambda,0.0,127,22.200000000000117,158,1,0.6972699215042495,32,4,0,35,lambda=0.0
sarsa_lambda,0.0,128,-92.93999999999996,257,1,0.6952930170121469,71,6,0,35,lambda=0.0
sarsa_lambda,0.0,129,-238.7900000000002,441,0,0.6933217174532995,85,0,0,35,lambda=0.0
sarsa_lambda,0.0,130,-241.85000000000025,441,0,0.6913560069365619,80,2,0,35,lambda=0.0
sarsa_lambda,0.0,131,91.69000000000001,78,1,0.6893958696158433,14,1,0,35,lambda=0.0
sarsa_lambda,0.0,132,-329.6900000000009,441,0,0.6874412896899799,118,6,0,35,lambda=0.0
sarsa_lambda,0.0,133,-251.09000000000003,441,0,0.6854922514026075,82,2,0,35,lambda=0.0
sarsa_lambda,0.0,134,-277.80000000000047,441,0,0.6835487390420344,91,5,0,35,lambda=0.0
sarsa_lambda,0.0,135,-260.1700000000004,441,0,0.6816107369411148,96,1,0,35,lambda=0.0
sarsa_lambda,0.0,136,-59.88999999999986,279,1,0.6796782294771226,65,3,0,35,lambda=0.0
sarsa_lambda,0.0,137,13.429999999999978,146,1,0.6777512010716252,48,1,0,35,lambda=0.0
sarsa_lambda,0.0,138,-295.2099999999996,441,0,0.6758296361903581,90,8,0,35,lambda=0.0
sarsa_lambda,0.0,139,-259.83000000000027,441,0,0.6739135193430998,95,0,0,35,lambda=0.0
sarsa_lambda,0.0,140,-294.63000000000045,441,0,0.6720028350835466,118,1,0,35,lambda=0.0
sarsa_lambda,0.0,141,-226.17000000000013,441,0,0.6700975680091885,75,1,0,35,lambda=0.0
